series_id        	sector_code	measure_code	duration_code	base_year	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
MPU5360053       	5360	05	3	-	Labor Input, % change year ago,  (NAICS 3361-3363 )	03	1988	A01	2019	A01
MPU5360062       	5360	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 3361-3363 )	08	1987	A01	2019	A01
MPU5360063       	5360	06	3	-	Labor Productivity, % change year ago,  (NAICS 3361-3363 )	08	1988	A01	2019	A01
MPU5360072       	5360	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360073       	5360	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360082       	5360	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 3361-3363 )	11	1987	A01	2019	A01
MPU5360083       	5360	08	3	-	Capital Intensity, % change year ago,  (NAICS 3361-3363 )	11	1988	A01	2019	A01
MPU5360152       	5360	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360153       	5360	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360162       	5360	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360163       	5360	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360172       	5360	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 336 )		1987	A01	2019	A01
MPU5360173       	5360	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 336 )		1988	A01	2019	A01
MPU5360182       	5360	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360183       	5360	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360192       	5360	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 3361-3363)		1987	A01	2019	A01
MPU5360193       	5360	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 3361-3363)		1988	A01	2019	A01
MPU5360202       	5360	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 336 )		1987	A01	2019	A01
MPU5360203       	5360	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 336 )		1988	A01	2019	A01
MPU5360512       	5360	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 3361-3363 )	05	1987	A01	2019	A01
MPU5360513       	5360	51	3	-	Sectoral Output, % change year ago,  (NAICS 3361-3363 )	05	1988	A01	2019	A01
MPU5360552       	5360	55	2	2012	Energy, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360553       	5360	55	3	-	Energy, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360562       	5360	56	2	2012	Materials, Indexes = 100.000,  (NAICS 3361-3363 )	07	1987	A01	2019	A01
MPU5360563       	5360	56	3	-	Materials, % change year ago,  (NAICS 3361-3363 )	07	1988	A01	2019	A01
MPU5360572       	5360	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360573       	5360	57	3	-	Purchased Services, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360611       	5360	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360621       	5360	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360631       	5360	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360641       	5360	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360651       	5360	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360661       	5360	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360671       	5360	67	1	-	Capital Factor Shares, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360681       	5360	68	1	-	Labor Factor Shares, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360691       	5360	69	1	-	Energy Factor Shares, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360701       	5360	70	1	-	Materials Factor Shares, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360711       	5360	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360742       	5360	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360743       	5360	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360762       	5360	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360763       	5360	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360772       	5360	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360773       	5360	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5360782       	5360	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 3361-3363 )		1987	A01	2019	A01
MPU5360783       	5360	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 3361-3363 )		1988	A01	2019	A01
MPU5370012       	5370	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 3364-3369 )	04	1987	A01	2019	A01
MPU5370013       	5370	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 3364-3369 )	04	1988	A01	2019	A01
MPU5370032       	5370	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 3364-3369 )	06	1987	A01	2019	A01
MPU5370033       	5370	03	3	-	Combined Inputs, % change year ago,  (NAICS 3364-3369 )	06	1988	A01	2019	A01
MPU5370042       	5370	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 3364-3369 )	00	1987	A01	2019	A01
MPU5370043       	5370	04	3	-	Capital Services, % change year ago,  (NAICS 3364-3369 )	00	1988	A01	2019	A01
MPU5370052       	5370	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 3364-3369 )	03	1987	A01	2019	A01
MPU5370053       	5370	05	3	-	Labor Input, % change year ago,  (NAICS 3364-3369 )	03	1988	A01	2019	A01
MPU5370062       	5370	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 3364-3369 )	08	1987	A01	2019	A01
MPU5370063       	5370	06	3	-	Labor Productivity, % change year ago,  (NAICS 3364-3369 )	08	1988	A01	2019	A01
MPU5370072       	5370	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370073       	5370	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370082       	5370	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 3364-3369 )	11	1987	A01	2019	A01
MPU5370083       	5370	08	3	-	Capital Intensity, % change year ago,  (NAICS 3364-3369 )	11	1988	A01	2019	A01
MPU5370152       	5370	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370153       	5370	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370162       	5370	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370163       	5370	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370172       	5370	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 336 )		1987	A01	2019	A01
MPU5370173       	5370	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 336 )		1988	A01	2019	A01
MPU5370182       	5370	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370183       	5370	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370192       	5370	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 3364-3369)		1987	A01	2019	A01
MPU5370193       	5370	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 3364-3369)		1988	A01	2019	A01
MPU5370202       	5370	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 336 )		1987	A01	2019	A01
MPU5370203       	5370	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 336 )		1988	A01	2019	A01
MPU5370512       	5370	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 3364-3369 )	05	1987	A01	2019	A01
MPU5370513       	5370	51	3	-	Sectoral Output, % change year ago,  (NAICS 3364-3369 )	05	1988	A01	2019	A01
MPU5370552       	5370	55	2	2012	Energy, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370553       	5370	55	3	-	Energy, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370562       	5370	56	2	2012	Materials, Indexes = 100.000,  (NAICS 3364-3369 )	07	1987	A01	2019	A01
MPU5370563       	5370	56	3	-	Materials, % change year ago,  (NAICS 3364-3369 )	07	1988	A01	2019	A01
MPU5370572       	5370	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370573       	5370	57	3	-	Purchased Services, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370611       	5370	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370621       	5370	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370631       	5370	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370641       	5370	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370651       	5370	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370661       	5370	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370671       	5370	67	1	-	Capital Factor Shares, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370681       	5370	68	1	-	Labor Factor Shares, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370691       	5370	69	1	-	Energy Factor Shares, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370701       	5370	70	1	-	Materials Factor Shares, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370711       	5370	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370742       	5370	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370743       	5370	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370762       	5370	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370763       	5370	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370772       	5370	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370773       	5370	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5370782       	5370	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 3364-3369 )		1987	A01	2019	A01
MPU5370783       	5370	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 3364-3369 )		1988	A01	2019	A01
MPU5400012       	5400	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 337 )	04	1987	A01	2019	A01
MPU5400013       	5400	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 337 )	04	1988	A01	2019	A01
MPU5400032       	5400	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 337 )	06	1987	A01	2019	A01
MPU5400033       	5400	03	3	-	Combined Inputs, % change year ago,  (NAICS 337 )	06	1988	A01	2019	A01
MPU5400042       	5400	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 337 )	00	1987	A01	2019	A01
MPU5400043       	5400	04	3	-	Capital Services, % change year ago,  (NAICS 337 )	00	1988	A01	2019	A01
MPU5400052       	5400	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 337 )	03	1987	A01	2019	A01
MPU5400053       	5400	05	3	-	Labor Input, % change year ago,  (NAICS 337 )	03	1988	A01	2019	A01
MPU5400062       	5400	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 337 )	08	1987	A01	2019	A01
MPU5400063       	5400	06	3	-	Labor Productivity, % change year ago,  (NAICS 337 )	08	1988	A01	2019	A01
MPU5400072       	5400	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400073       	5400	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400082       	5400	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 337 )	11	1987	A01	2019	A01
MPU5400083       	5400	08	3	-	Capital Intensity, % change year ago,  (NAICS 337 )	11	1988	A01	2019	A01
MPU5400152       	5400	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400153       	5400	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400162       	5400	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400163       	5400	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400172       	5400	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400173       	5400	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400182       	5400	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400183       	5400	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400192       	5400	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 337)		1987	A01	2019	A01
MPU5400193       	5400	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 337)		1988	A01	2019	A01
MPU5400202       	5400	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400203       	5400	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400512       	5400	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 337 )	05	1987	A01	2019	A01
MPU5400513       	5400	51	3	-	Sectoral Output, % change year ago,  (NAICS 337 )	05	1988	A01	2019	A01
MPU5400552       	5400	55	2	2012	Energy, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400553       	5400	55	3	-	Energy, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400562       	5400	56	2	2012	Materials, Indexes = 100.000,  (NAICS 337 )	07	1987	A01	2019	A01
MPU5400563       	5400	56	3	-	Materials, % change year ago,  (NAICS 337 )	07	1988	A01	2019	A01
MPU5400572       	5400	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400573       	5400	57	3	-	Purchased Services, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400611       	5400	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400621       	5400	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400631       	5400	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400641       	5400	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400651       	5400	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400661       	5400	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400671       	5400	67	1	-	Capital Factor Shares, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400681       	5400	68	1	-	Labor Factor Shares, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400691       	5400	69	1	-	Energy Factor Shares, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400701       	5400	70	1	-	Materials Factor Shares, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400711       	5400	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 337 )		1987	A01	2019	A01
MPU5400742       	5400	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400743       	5400	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400762       	5400	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400763       	5400	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400772       	5400	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400773       	5400	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5400782       	5400	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 337 )		1987	A01	2019	A01
MPU5400783       	5400	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 337 )		1988	A01	2019	A01
MPU5450012       	5450	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS 339 )	04	1987	A01	2019	A01
MPU5450013       	5450	01	3	-	Multifactor Productivity, % change year ago,  (NAICS 339 )	04	1988	A01	2019	A01
MPU5450032       	5450	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS 339 )	06	1987	A01	2019	A01
MPU5450033       	5450	03	3	-	Combined Inputs, % change year ago,  (NAICS 339 )	06	1988	A01	2019	A01
MPU5450042       	5450	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS 339 )	00	1987	A01	2019	A01
MPU5450043       	5450	04	3	-	Capital Services, % change year ago,  (NAICS 339 )	00	1988	A01	2019	A01
MPU5450052       	5450	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS 339 )	03	1987	A01	2019	A01
MPU5450053       	5450	05	3	-	Labor Input, % change year ago,  (NAICS 339 )	03	1988	A01	2019	A01
MPU5450062       	5450	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS 339 )	08	1987	A01	2019	A01
MPU5450063       	5450	06	3	-	Labor Productivity, % change year ago,  (NAICS 339 )	08	1988	A01	2019	A01
MPU5450072       	5450	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450073       	5450	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450082       	5450	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS 339 )	11	1987	A01	2019	A01
MPU5450083       	5450	08	3	-	Capital Intensity, % change year ago,  (NAICS 339 )	11	1988	A01	2019	A01
MPU5450152       	5450	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450153       	5450	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450162       	5450	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450163       	5450	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450172       	5450	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450173       	5450	17	3	-	Contribution of capital services excluding IPP and IPE intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450182       	5450	18	2	2012	Contribution of Labor Composition, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450183       	5450	18	3	-	Contribution of Labor Composition, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450192       	5450	19	2	2012	Contribution of research and development (R&D) intensity  to labor productivity , Indexes = 100.000, (NAICS 339)		1987	A01	2019	A01
MPU5450193       	5450	19	3	-	Contribution of research and development (R&D) intensity  to labor productivity , % Change Year Ago, (NAICS 339)		1988	A01	2019	A01
MPU5450202       	5450	20	2	2012	Contribution of intellectual property products excluding R&D intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450203       	5450	20	3	-	Contribution of intellectual property products excluding R&D intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450512       	5450	51	2	2012	Sectoral Output, Indexes = 100.000,  (NAICS 339 )	05	1987	A01	2019	A01
MPU5450513       	5450	51	3	-	Sectoral Output, % change year ago,  (NAICS 339 )	05	1988	A01	2019	A01
MPU5450552       	5450	55	2	2012	Energy, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450553       	5450	55	3	-	Energy, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450562       	5450	56	2	2012	Materials, Indexes = 100.000,  (NAICS 339 )	07	1987	A01	2019	A01
MPU5450563       	5450	56	3	-	Materials, % change year ago,  (NAICS 339 )	07	1988	A01	2019	A01
MPU5450572       	5450	57	2	2012	Purchased Services, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450573       	5450	57	3	-	Purchased Services, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450611       	5450	61	1	-	Value of Production, billions of current dollars, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450621       	5450	62	1	-	Capital Payments, billions of current dollars, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450631       	5450	63	1	-	Cost of Labor, billions of current dollars, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450641       	5450	64	1	-	Cost of Energy, billions of current dollars, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450651       	5450	65	1	-	Cost of Materials, billions of current dollars, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450661       	5450	66	1	-	Cost of Purchased Services, billions of current dollars, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450671       	5450	67	1	-	Capital Factor Shares, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450681       	5450	68	1	-	Labor Factor Shares, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450691       	5450	69	1	-	Energy Factor Shares, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450701       	5450	70	1	-	Materials Factor Shares, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450711       	5450	71	1	-	Purchased Services Factor Shares, Levels,  (NAICS 339 )		1987	A01	2019	A01
MPU5450742       	5450	74	2	2012	Contribution of Energy Intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450743       	5450	74	3	-	Contribution of Energy Intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450762       	5450	76	2	2012	Contribution of Materials Intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450763       	5450	76	3	-	Contribution of Materials Intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450772       	5450	77	2	2012	Contribution of Purchased Services Intensity, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450773       	5450	77	3	-	Contribution of Purchased Services Intensity, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5450782       	5450	78	2	2012	Contribution of Intermediate Inputs, Indexes = 100.000,  (NAICS 339 )		1987	A01	2019	A01
MPU5450783       	5450	78	3	-	Contribution of Intermediate Inputs, % change year ago,  (NAICS 339 )		1988	A01	2019	A01
MPU5500012       	5500	01	2	2012	Multifactor Productivity, Indexes = 100.000,  (NAICS  311, 312 )	04	1987	A01	2019	A01
MPU5500013       	5500	01	3	-	Multifactor Productivity, % change year ago,  (NAICS  311, 312 )	04	1988	A01	2019	A01
MPU5500032       	5500	03	2	2012	Combined Inputs, Indexes = 100.000,  (NAICS  311, 312 )	06	1987	A01	2019	A01
MPU5500033       	5500	03	3	-	Combined Inputs, % change year ago,  (NAICS  311, 312 )	06	1988	A01	2019	A01
MPU5500042       	5500	04	2	2012	Capital Services, Indexes = 100.000,  (NAICS  311, 312 )	00	1987	A01	2019	A01
MPU5500043       	5500	04	3	-	Capital Services, % change year ago,  (NAICS  311, 312 )	00	1988	A01	2019	A01
MPU5500052       	5500	05	2	2012	Labor Input, Indexes = 100.000,  (NAICS  311, 312 )	03	1987	A01	2019	A01
MPU5500053       	5500	05	3	-	Labor Input, % change year ago,  (NAICS  311, 312 )	03	1988	A01	2019	A01
MPU5500062       	5500	06	2	2012	Labor Productivity, Indexes = 100.000,  (NAICS  311, 312 )	08	1987	A01	2019	A01
MPU5500063       	5500	06	3	-	Labor Productivity, % change year ago,  (NAICS  311, 312 )	08	1988	A01	2019	A01
MPU5500072       	5500	07	2	2012	Output per unit of Capital Services, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500073       	5500	07	3	-	Output per unit of Capital Services, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500082       	5500	08	2	2012	Capital Intensity, Indexes = 100.000,  (NAICS  311, 312 )	11	1987	A01	2019	A01
MPU5500083       	5500	08	3	-	Capital Intensity, % change year ago,  (NAICS  311, 312 )	11	1988	A01	2019	A01
MPU5500152       	5500	15	2	2012	Contribution of Capital Intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500153       	5500	15	3	-	Contribution of Capital Intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500162       	5500	16	2	2012	Contribution of Information Capital Intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
MPU5500163       	5500	16	3	-	Contribution of Information Capital Intensity, % change year ago,  (NAICS  311, 312 )		1988	A01	2019	A01
MPU5500172       	5500	17	2	2012	Contribution of capital services excluding IPP and IPE intensity, Indexes = 100.000,  (NAICS  311, 312 )		1987	A01	2019	A01
