datatype_provision_code,datatype_code,datatype_text,provision_code,provision_text
23_747_NB,23,Median,747,Medical care benefits: Median variable out-of-network annual family deductible amount
23_748_NB,23,Median,748,Medical care benefits: Median variable most-generous coverage annual family deductible amount
23_751_NB,23,Median,751,Medical care benefits: Amount of annual individual deductible (50th percentile - median)
23_756_NB,23,Median,756,Medical care benefits: Amount of annual family deductible (50th percentile - median)
23_763_NB,23,Median,763,Medical care benefits: Median variable coinsurance percentage for in-network coverage
23_764_NB,23,Median,764,Medical care benefits: Median variable coinsurance percentage for out-of-network coverage
23_765_NB,23,Median,765,Medical care benefits: Median variable coinsurance percentage for most generous coverage
23_768_NB,23,Median,768,Medical care benefits: Amount of annual individual out-of-pocket maximum (50th percentile - median)
23_773_NB,23,Median,773,Medical care benefits: Amount of annual family out-of-pocket maximum (50th percentile - median)
23_782_NB,23,Median,782,Outpatient prescription drugs: Median coinsurance per generic drug prescription
23_788_NB,23,Median,788,Outpatient prescription drugs: Median coinsurance per brand-name drug prescription
23_794_NB,23,Median,794,Outpatient prescription drugs: Median coinsurance per brand-name drug not on formulary prescription
24_429_NB,24,75th percentile,429,Non-high deductible health plans: Amount of annual individual deductible (75th percentile)
24_439_NB,24,75th percentile,439,High deductible health plans: Amount of annual individual deductible (75th percentile)
24_454_NB,24,75th percentile,454,Fee-for-service plans: Annual individual deductible (75th percentile)
24_468_NB,24,75th percentile,468,Fee-for-service plans: Annual family deductible (75th percentile)
24_493_NB,24,75th percentile,493,Fee-for-service plans: Annual individual out-of-pocket maximum amount (75th percentile)
24_501_NB,24,75th percentile,501,Fee-for-service plans: Annual family out-of-pocket maximum amount (75th percentile)
24_551_NB,24,75th percentile,551,Health maintenance organizations: Amount of annual individual out-of-pocket maximum (75th percentile)
24_557_NB,24,75th percentile,557,Health maintenance organizations: Amount of annual family out-of-pocket maximum (75th percentile)
24_685_NB,24,75th percentile,685,Dental care benefits: Amount of annual individual deductible (75th percentile)
24_693_NB,24,75th percentile,693,Dental care benefits: Amount of annual family deductible (75th percentile)
24_700_NB,24,75th percentile,700,Dental care benefits: Amount of annual plan maximum (75th percentile)
24_752_NB,24,75th percentile,752,Medical care benefits: Amount of annual individual deductible (75th percentile)
24_757_NB,24,75th percentile,757,Medical care benefits: Amount of annual family deductible (75th percentile)
24_769_NB,24,75th percentile,769,Medical care benefits: Amount of annual individual out-of-pocket maximum (75th percentile)
24_774_NB,24,75th percentile,774,Medical care benefits: Amount of annual family out-of-pocket maximum (75th percentile)
25_430_NB,25,90th percentile,430,Non-high deductible health plans: Amount of annual individual deductible (90th percentile)
25_440_NB,25,90th percentile,440,High deductible health plans: Amount of annual individual deductible (90th percentile)
25_455_NB,25,90th percentile,455,Fee-for-service plans: Annual individual deductible (90th percentile)
25_469_NB,25,90th percentile,469,Fee-for-service plans: Annual family deductible (90th percentile)
25_494_NB,25,90th percentile,494,Fee-for-service plans: Annual individual out-of-pocket maximum amount (90th percentile)
25_502_NB,25,90th percentile,502,Fee-for-service plans: Annual family out-of-pocket maximum amount (90th percentile)
25_552_NB,25,90th percentile,552,Health maintenance organizations: Amount of annual individual out-of-pocket maximum (90th percentile)
25_558_NB,25,90th percentile,558,Health maintenance organizations: Amount of annual family out-of-pocket maximum (90th percentile)
25_694_NB,25,90th percentile,694,Dental care benefits: Amount of annual family deductible (90th percentile)
25_701_NB,25,90th percentile,701,Dental care benefits: Amount of annual plan maximum (90th percentile)
25_753_NB,25,90th percentile,753,Medical care benefits: Amount of annual individual deductible (90th percentile)
25_758_NB,25,90th percentile,758,Medical care benefits: Amount of annual family deductible (90th percentile)
25_770_NB,25,90th percentile,770,Medical care benefits: Amount of annual individual out-of-pocket maximum (90th percentile)
25_775_NB,25,90th percentile,775,Medical care benefits: Amount of annual family out-of-pocket maximum (90th percentile)
27_369_NB,27,Establishments offering benefit,369,% of establishments offering health care benefits
20_480_NB,20,Percent participation,480,Fee-for-service plans: With fixed coinsurance
20_568_NB,20,Percent participation,568,Hospital room and board benefits: Fee-for-service plans coverage not determinable
20_589_NB,20,Percent participation,589,"Inpatient mental health care benefits: Fee-for-service plans, coverage not determinable"
20_595_NB,20,Percent participation,595,"Inpatient surgery benefits: All medical plans, coverage not determinable"
20_598_NB,20,Percent participation,598,"Inpatient surgery benefits: Fee-for-service plans, coverage not determinable"
20_608_NB,20,Percent participation,608,"Outpatient mental health care benefits: All medical plans, coverage not determinable"
20_611_NB,20,Percent participation,611,"Outpatient mental health care benefits: Fee-for-service plans, coverage not determinable"
20_634_NB,20,Percent participation,634,"Outpatient surgery benefits: All medical plans, coverage not determinable"
20_638_NB,20,Percent participation,638,"Outpatient surgery benefits: Fee-for-service plans, coverage not determinable"
20_674_NB,20,Percent participation,674,"Dental care benefits: Employee and dependent coverage for orthodontia, not determinable"
23_483_NB,23,Median,483,Fee-for-service plans: Median coinsurance percentage
23_633_NB,23,Median,633,"Outpatient surgery benefits: Health maintenance organizations plans, median copayment per visit"
25_686_NB,25,90th percentile,686,Dental care benefits: Amount of annual individual deductible (90th percentile)
20_668_NB,20,Percent participation,668,Dental care benefits: Coverage for major services not determinable
20_717_NB,20,Percent participation,717,Vision care benefits: Extent of coverage for contact lenses not determinable
20_4M2_NB,20,Percent participation,4M2,Medical care plans: With health reimbursement arrangement
20_4S0_NB,20,Percent participation,4S0,Medical care plans: Coverage for specialist office visit
20_4S2_NB,20,Percent participation,4S2,"Specialist office visit benefits: All medical plans, coverage not determinable"
20_4S3_NB,20,Percent participation,4S3,"Specialist office visit benefits: All medical plans, coverage with limits"
20_4S6_NB,20,Percent participation,4S6,"Specialist office visit benefits: All medical plans, copayment only"
20_4S7_NB,20,Percent participation,4S7,"Specialist office visit benefits: All medical plans, coinsurance only"
20_4S9_NB,20,Percent participation,4S9,"Specialist office visit benefits: All medical plans, copayment and coinsurance"
20_728_NB,20,Percent participation,728,Medical care plans: With fixed annual individual deductible
20_730_NB,20,Percent participation,730,Medical care plans: With other annual individual deductible
20_731_NB,20,Percent participation,731,Medical care plans: With fixed annual family deductible
20_761_NB,20,Percent participation,761,Medical care benefits: With fixed coinsurance
23_4H5_NB,23,Median,4H5,"Hospital room and board benefits: All medical plans, median coinsurance percentage"
23_4S5_NB,23,Median,4S5,"Specialist office visit benefits: All medical plans, median coinsurance percentage"
23_4S8_NB,23,Median,4S8,"Specialist office visit benefits: All medical plans, median copayment per visit"
23_741_NB,23,Median,741,Medical care benefits: Median fixed annual individual deductible amount
23_745_NB,23,Median,745,Medical care benefits: Median fixed annual family deductible amount
23_762_NB,23,Median,762,Medical care benefits: Median fixed coinsurance percentage
23_637_NB,23,Median,637,"Outpatient surgery benefits: All medical plans, median copayment per visit"
20_457_NB,20,Percent participation,457,Fee-for-service plans: With fixed annual individual deductible
20_471_NB,20,Percent participation,471,Fee-for-service plans: With fixed annual family deductible
20_586_NB,20,Percent participation,586,"Inpatient mental health care benefits: All medical plans, coverage not determinable"
23_458_NB,23,Median,458,"Fee-for-service plans: Annual fixed individual deductible, median amount"
23_585_NB,23,Median,585,"Hospital room and board benefits: Health maintenance organizations plans, median copayment per visit"
23_472_NB,23,Median,472,"Fee-for-service plans: Annual fixed family deductible, median amount"
20_293_NB,20,Percent participation,293,% of workers participating in defined benefit plans and ee contrib. required
20_294_NB,20,Percent participation,294,% of workers participating in defined benefit plans: Fixed % of annual earnings contrib. method
20_297_NB,20,Percent participation,297,% of workers participating in defined benefit plans and ee contrib. not req.
20_800_NB,20,Percent participation,800,Defined benefit plans: With traditional primary formula
20_801_NB,20,Percent participation,801,Defined benefit plans: With non-traditional primary plan formula
20_802_NB,20,Percent participation,802,Defined benefit plans: Single employer plan sponsor
20_803_NB,20,Percent participation,803,Defined benefit plans: Multi-employer plan sponsor
20_804_NB,20,Percent participation,804,Defined benefit plans: Plans open to new employees
20_805_NB,20,Percent participation,805,Defined benefit plans: Plans not open to new employees
20_806_NB,20,Percent participation,806,Defined benefit  plans: Plans open to new employees not determinable
20_808_NB,20,Percent participation,808,Defined benefit plans open to new employees: No minimum age or service requirement
20_809_NB,20,Percent participation,809,Defined benefit plans open to new employees: Minimum age and service requirements
20_810_NB,20,Percent participation,810,Defined benefit plans open to new employees: Minimum service requirement only
20_811_NB,20,Percent participation,811,Defined benefits plans open to new employee: Minimum age and service requirement not determinable
20_812_NB,20,Percent participation,812,Defined benefit plans: Benefits integrated with Social Security
20_813_NB,20,Percent participation,813,Defined benefit plans: Social Security breakpoint integrated formula
20_815_NB,20,Percent participation,815,Defined benefit plans: Social Security offset integrated formula
20_816_NB,20,Percent participation,816,Defined benefit plans: Benefits not integrated with Social Security
20_819_NB,20,Percent participation,819,Defined benefit plans: Cliff vesting requirement
20_822_NB,20,Percent participation,822,Defined benefit plans: Graded vesting
20_824_NB,20,Percent participation,824,Non-traditional defined benefit single employer plan sponsor
20_826_NB,20,Percent participation,826,Non-traditional defined benefit cash balance plans: Employer contribution varies by age
20_829_NB,20,Percent participation,829,Non-traditional defined benefit cash balance plans: Employer contribution varies by service
20_830_NB,20,Percent participation,830,Non-traditional defined benefit cash balance plans: Employer contributions varies by Social Security taxable wage base
20_831_NB,20,Percent participation,831,Non-traditional defined benefit cash balance plans: Variable percentage employer contribution
20_832_NB,20,Percent participation,832,Non-traditional defined benefit plans: Lump sum payment at normal retirement
20_833_NB,20,Percent participation,833,Non-traditional defined benefit primary plan formula: Cash balance
20_835_NB,20,Percent participation,835,Non-traditional defined benefit primary plan formula: Pension equity
20_837_NB,20,Percent participation,837,Non-traditional defined benefits cash balance plans: Flat rate percentage employer contribution
20_840_NB,20,Percent participation,840,Non-traditional defined benefits plans: Disability retirement benefits
20_841_NB,20,Percent participation,841,Non-traditional defined benefits plans: Joint-and-survivor annuity
20_842_NB,20,Percent participation,842,Non-traditional defined benefits plans: Pre-retirement survivor benefits
20_843_NB,20,Percent participation,843,Traditional defined benefit multi-employer plan sponsor
20_844_NB,20,Percent participation,844,Traditional defined benefit plans with disability retirement available
20_845_NB,20,Percent participation,845,Traditional defined benefit plans with disability retirement not available
20_846_NB,20,Percent participation,846,Traditional defined benefit plans with disability retirement beginning immediately
20_847_NB,20,Percent participation,847,Traditional defined benefit plans with disability retirement is deferred
20_848_NB,20,Percent participation,848,Traditional defined benefit plans with early retirement reductions: Actuarial
20_849_NB,20,Percent participation,849,Traditional defined benefit plans with early retirement reductions: Flat percent per year
20_850_NB,20,Percent participation,850,Traditional defined benefits plans with terminal earnings formulas: Percent per year varies
20_851_NB,20,Percent participation,851,Traditional defined benefit plans with early retirement reductions: Varies by age or service
20_853_NB,20,Percent participation,853,Traditional defined benefit plans with joint-and-survivor annuity: With choice of percentages
20_855_NB,20,Percent participation,855,Traditional defined benefit plans with normal retirement requirements: Age < 65 and service 10 or more years
20_856_NB,20,Percent participation,856,Traditional defined benefit plans with normal retirement requirements: Age < 65 and service < 10 years
20_858_NB,20,Percent participation,858,Traditional defined benefit plans with normal retirement requirements: Age = 65 and service < 10 years
20_859_NB,20,Percent participation,859,Traditional defined benefit plans with normal retirement requirements: Age and service
20_860_NB,20,Percent participation,860,Traditional defined benefit plans with normal retirement requirements: Age only
20_861_NB,20,Percent participation,861,Traditional defined benefit plans with normal retirement requirements: Age plus service
20_862_NB,20,Percent participation,862,Traditional defined benefit plans with normal retirement requirements: Service only
20_868_NB,20,Percent participation,868,Traditional defined benefit plans with post-retirement survivor benefits: Joint-and-survivor-annuity
20_869_NB,20,Percent participation,869,Traditional defined benefit plans with terminal earnings formulas: Flat percent per year of service
20_875_NB,20,Percent participation,875,"Traditional defined benefit plans: Availability of early retirement with selected requirements, sum of age plus service"
20_881_NB,20,Percent participation,881,Traditional defined benefit plans: Early retirement available
20_887_NB,20,Percent participation,887,Traditional defined benefit plans: Full lump-sum payment
20_888_NB,20,Percent participation,888,Traditional defined benefit plans: Lump-sum payment available
20_889_NB,20,Percent participation,889,Traditional defined benefit plans: Lump-sum payment not available
20_895_NB,20,Percent participation,895,Traditional defined benefit plans: Not subject to maximum years of credited service
20_896_NB,20,Percent participation,896,Traditional defined benefit plans: Partial lump-sum payment with reduced annuity
20_897_NB,20,Percent participation,897,Traditional defined benefit plans: Pre-retirement survivor benefits
20_898_NB,20,Percent participation,898,Traditional defined benefit plans: Subject to maximum years of credited service
20_899_NB,20,Percent participation,899,Traditional defined benefit primary plan formula: Dollar times years
20_900_NB,20,Percent participation,900,Traditional defined benefit primary plan formula: Percent of career earnings
20_901_NB,20,Percent participation,901,Traditional defined benefit primary plan formula: Percent of employer contribution
20_902_NB,20,Percent participation,902,Traditional defined benefit primary plan formula: Percent of terminal earnings
20_903_NB,20,Percent participation,903,Traditional defined benefit single plan sponsor
20_906_NB,20,Percent participation,906,Traditional defined benefits plans with early retirement reductions not determinable
20_908_NB,20,Percent participation,908,Traditional defined benefits plans with early retirement requirements: Age 55 and 10 or more years of service
20_909_NB,20,Percent participation,909,Traditional defined benefits plans with early retirement requirements: Age 55 and less than 10 years of service
20_917_NB,20,Percent participation,917,Traditional defined benefits plans with terminal earnings formulas: High consecutive five year definition
20_918_NB,20,Percent participation,918,Traditional defined benefits plans with terminal earnings formulas: High five year definition
20_919_NB,20,Percent participation,919,Traditional defined benefits plans with terminal earnings formulas: Other period definition
20_920_NB,20,Percent participation,920,Traditional defined benefits plans with terminal earnings formulas: Percent per year varies by earnings
20_921_NB,20,Percent participation,921,Traditional defined benefits plans with terminal earnings formulas: Percent per year varies by earnings and service
20_923_NB,20,Percent participation,923,Traditional defined benefits plans with terminal earnings formulas: Percent per year varies by service
20_924_NB,20,Percent participation,924,Traditional defined benefits plans with terminal earnings formulas: Total five year definition
20_925_NB,20,Percent participation,925,Traditional defined benefits plans: Lump-sum payment not determinable
20_943_NB,20,Percent participation,943,Traditional defined benefit plans: Subject to maximum years of credited service not determinable
20_966_NB,20,Percent participation,966,Traditional defined benefit plans with terminal earnings formulas: Percent per year varies by other method
20_975_NB,20,Percent participation,975,Traditional defined benefit plans with joint-and-survivor annuity: 50 percent chosen percentage
20_976_NB,20,Percent participation,976,Traditional defined benefit plans with joint-and-survivor annuity: 67 percent chosen percentage
20_977_NB,20,Percent participation,977,Traditional defined benefit plans with joint-and-survivor annuity: 75 percent chosen percentage
20_978_NB,20,Percent participation,978,Traditional defined benefit plans with joint-and-survivor annuity: 100 percent chosen percentage
20_979_NB,20,Percent participation,979,"Traditional defined benefit plans with joint-and-survivor annuity: Choice of percentage, not listed"
21_863_NB,21,10th percentile,863,Traditional defined benefit plans with normal retirement service requirements (10th percentile)
21_870_NB,21,10th percentile,870,Traditional defined benefit plans with terminal earnings formulas: Flat percent per year of service (10th percentile)
21_876_NB,21,10th percentile,876,Traditional defined benefit plans: Early retirement age requirements (10th percentile)
21_882_NB,21,10th percentile,882,Traditional defined benefit plans: Early retirement service requirements (10th percentile)
21_890_NB,21,10th percentile,890,Traditional defined benefit plans: Maximum years of credited service (10th percentile)
21_910_NB,21,10th percentile,910,Traditional defined benefits plans with normal retirement age requirements (10th percentile)
22_864_NB,22,25th percentile,864,Traditional defined benefit plans with normal retirement service requirements (25th percentile)
22_871_NB,22,25th percentile,871,Traditional defined benefit plans with terminal earnings formulas: Flat percent per year of service (25th percentile)
22_877_NB,22,25th percentile,877,Traditional defined benefit plans: Early retirement age requirements (25th percentile)
22_883_NB,22,25th percentile,883,Traditional defined benefit plans: Early retirement service requirements (25th percentile)
22_891_NB,22,25th percentile,891,Traditional defined benefit plans: Maximum years of credited service (25th percentile)
22_911_NB,22,25th percentile,911,Traditional defined benefits plans with normal retirement age requirements (25th percentile)
23_296_NB,23,Median,296,Median fixed % of annual earnings ee contrib. for defined benefit plans
23_821_NB,23,Median,821,Defined benefit plans: Years required for cliff vesting (Median)
23_865_NB,23,Median,865,Traditional defined benefit plans with normal retirement service requirements (50th percentile-median)
23_872_NB,23,Median,872,Traditional defined benefit plans with terminal earnings formulas: Flat percent per year of service (50th percentile-median)
23_878_NB,23,Median,878,Traditional defined benefit plans: Early retirement age requirements (50th percentile-median)
23_884_NB,23,Median,884,Traditional defined benefit plans: Early retirement service requirements (50th percentile-median)
23_892_NB,23,Median,892,Traditional defined benefit plans: Maximum years of credited service (50th percentile-median)
23_912_NB,23,Median,912,Traditional defined benefits plans with normal retirement age requirements (50th percentile-median)
24_866_NB,24,75th percentile,866,Traditional defined benefit plans with normal retirement service requirements (75th percentile)
24_873_NB,24,75th percentile,873,Traditional defined benefit plans with terminal earnings formulas: Flat percent per year of service (75th percentile)
24_879_NB,24,75th percentile,879,Traditional defined benefit plans: Early retirement age requirements (75th percentile)
24_885_NB,24,75th percentile,885,Traditional defined benefit plans: Early retirement service requirements (75th percentile)
24_893_NB,24,75th percentile,893,Traditional defined benefit plans: Maximum years of credited service (75th percentile)
24_913_NB,24,75th percentile,913,Traditional defined benefits plans with normal retirement age requirements (75th percentile)
25_867_NB,25,90th percentile,867,Traditional defined benefit plans with normal retirement service requirements (90th percentile)
25_874_NB,25,90th percentile,874,Traditional defined benefit plans with terminal earnings formulas: Flat percent per year of service (90th percentile)
25_880_NB,25,90th percentile,880,Traditional defined benefit plans: Early retirement age requirements (90th percentile)
25_886_NB,25,90th percentile,886,Traditional defined benefit plans: Early retirement service requirements (90th percentile)
25_894_NB,25,90th percentile,894,Traditional defined benefit plans: Maximum years of credited service (90th percentile)
25_914_NB,25,90th percentile,914,Traditional defined benefits plans with normal retirement age requirements (90th percentile)
27_371_NB,27,Establishments offering benefit,371,% of establishments offering defined benefit plans
30_295_NB,30,Mean,295,Mean fixed % of annual earnings ee contrib. for defined benefit plans
30_820_NB,30,Mean,820,Defined benefit plans: Years required for cliff vesting (Mean)
30_839_NB,30,Mean,839,Non-traditional defined benefits plans cash balance plans: Mean flat rate percentage employer contribution (in percent)
20_823_NB,20,Percent participation,823,Defined benefits plans: Vesting requirement not determinable
20_852_NB,20,Percent participation,852,Traditional defined benefit plans with joint-and-survivor annuity: 50 percent fixed percentage
20_814_NB,20,Percent participation,814,Defined benefit plans: Social Security cash balance integrated formula
20_818_NB,20,Percent participation,818,Defined benefit plans: Immediate full vesting requirement
19_R01_NB,19,Percent participation (unduplicated totals),R01,Defined contribution plan type: Deferred profit sharing
19_R02_NB,19,Percent participation (unduplicated totals),R02,Defined contribution plan type: Employee stock ownership
19_R03_NB,19,Percent participation (unduplicated totals),R03,Defined contribution plan type: Money purchase pension
19_R05_NB,19,Percent participation (unduplicated totals),R05,Defined contribution plan type: Savings and thrift
19_R06_NB,19,Percent participation (unduplicated totals),R06,Defined contribution plan type: Savings incentive match plan (SIMPLE)
20_R08_NB,20,Percent participation,R08,Deferred profit-sharing plans: Annuity available
20_R09_NB,20,Percent participation,R09,Deferred profit-sharing plans: Annuity available not determinable
20_R10_NB,20,Percent participation,R10,Deferred profit-sharing plans: Annuity not available
20_R11_NB,20,Percent participation,R11,Deferred profit-sharing plans: Employee contributions allowed
20_R12_NB,20,Percent participation,R12,Deferred profit-sharing plans: Employee contributions not allowed
20_R13_NB,20,Percent participation,R13,Deferred profit-sharing plans: Employer contributions method not determinable
20_R14_NB,20,Percent participation,R14,Deferred profit-sharing plans: Employer contributions not based on pre-determined formula
20_R15_NB,20,Percent participation,R15,Deferred profit-sharing plans: With emplyee contributions allowed not determinable
20_R16_NB,20,Percent participation,R16,Deferred profit-sharing plans: With pre-tax employee contributions allowed not determinable
20_R18_NB,20,Percent participation,R18,Deferred profit-sharing plans: With post-tax employee contributions not allowed
20_R20_NB,20,Percent participation,R20,Deferred profit-sharing plans: With pre-tax employee contributions allowed
20_R23_NB,20,Percent participation,R23,Money purchase pension plans: With annuity available
20_R25_NB,20,Percent participation,R25,Money purchase pension plans: With employee contributions allowed
20_R26_NB,20,Percent participation,R26,Money purchase pension plans: With no employee contributions not allowed
20_R27_NB,20,Percent participation,R27,Money purchase pension plans: With employee contributions not determinable
20_R28_NB,20,Percent participation,R28,Money purchase pension plans: Employer contributions as fixed percent of earnings
20_R34_NB,20,Percent participation,R34,"Money purchase pension plans: Employer contributions, other"
20_R35_NB,20,Percent participation,R35,Money purchase pension plans: With post-tax employee contributions allowed
20_R36_NB,20,Percent participation,R36,Money purchase pension plans: With no post-tax employee contributions allowed
20_R38_NB,20,Percent participation,R38,Money purchase pension plans: With pre-tax employee contributions allowed
20_R40_NB,20,Percent participation,R40,Money purchase pension plans: With pre-tax employee contributions not determinable
20_R44_NB,20,Percent participation,R44,Money purchase pension plans: Method of employer contributions is percent of earnings varies
20_R55_NB,20,Percent participation,R55,"Money purchase pension plans: Method of retirement benefits distribution, lump sum"
20_R56_NB,20,Percent participation,R56,"Money purchase pension plans: Method of retirement benefits distribution, installments"
20_R58_NB,20,Percent participation,R58,"Money purchase pension plans: Method of retirement benefits distribution, not determinable"
20_R59_NB,20,Percent participation,R59,"Deferred profit-sharing plans: Method of retirement benefits distribution, lump sum"
20_R60_NB,20,Percent participation,R60,"Deferred profit-sharing plans: Method of retirement benefits distribution, installments"
20_R62_NB,20,Percent participation,R62,"Deferred profit-sharing plans: Method of retirement benefits distribution, not determinable"
20_R64_NB,20,Percent participation,R64,"Deferred profit-sharing plans: Allocation formula, proportional to earnings"
20_R65_NB,20,Percent participation,R65,"Deferred profit-sharing plans: Allocation formula, proportional to employee contributions"
20_R66_NB,20,Percent participation,R66,"Deferred profit-sharing plans: Allocation formula, based on earnings and service"
20_R69_NB,20,Percent participation,R69,"Deferred profit-sharing plans: Allocation formula, not determinable"
20_R70_NB,20,Percent participation,R70,Deferred profit-sharing plans: Employer contributions based on pre-determined formula
20_R71_NB,20,Percent participation,R71,Money purchase pension plans: Employer contribution based on employee contribution
20_R73_NB,20,Percent participation,R73,Money purchase pension plans: Employer contribution not based on employee contribution
20_S01_NB,20,Percent participation,S01,Savings and thrift: Pre-tax contribution
20_S02_NB,20,Percent participation,S02,Savings and thrift: Post-tax contribution
20_S03_NB,20,Percent participation,S03,Savings and thrift: Immediate full vesting
20_S04_NB,20,Percent participation,S04,Savings and thrift: Cliff vesting
20_S05_NB,20,Percent participation,S05,Savings and thrift: Graded vesting
20_S06_NB,20,Percent participation,S06,Savings and thrift: Vesting requirement not determinable
20_S07_NB,20,Percent participation,S07,Savings and thrift: With minimum age or service eligibility requirement
20_S10_NB,20,Percent participation,S10,Savings and thrift: With no minimum age or service eligibility requirement
20_S11_NB,20,Percent participation,S11,Savings and thrift: Eligibility requirements not determinable
20_S12_NB,20,Percent participation,S12,Savings and thrift: Maximum employee contributions not determinable
20_S13_NB,20,Percent participation,S13,Savings and thrift: Method of employer matching contributions not determinable
20_S14_NB,20,Percent participation,S14,Savings and thrift: Annuity available
20_S15_NB,20,Percent participation,S15,"Savings and thrift: Method of distribution of retirement benefits, installments"
20_S16_NB,20,Percent participation,S16,"Savings and thrift: Method of distribution of retirement benefits, lump sum distribution of benefit"
20_S17_NB,20,Percent participation,S17,"Savings and thrift: Method of distribution of retirement benefits, other"
20_S18_NB,20,Percent participation,S18,"Savings and thrift: Method of distribution of retirement benefits, not determinable"
20_S1A_NB,20,Percent participation,S1A,Savings and thrift: Loans not allowed
20_S1B_NB,20,Percent participation,S1B,Savings and thrift: Loans not determinable
20_S1P_NB,20,Percent participation,S1P,Savings and thrift: Method of employer contribution is percent varies by employee contribution
20_S1Q_NB,20,Percent participation,S1Q,Savings and thrift: Method of employer contribution is discretionary match
20_S1R_NB,20,Percent participation,S1R,Savings and thrift: Method of employer contribution is length of service
20_S24_NB,20,Percent participation,S24,Savings and thrift: Maximum employee contributions as percent of earnings
20_S30_NB,20,Percent participation,S30,"Savings and thrift: Maximum employee contributions, any amount up to Internal Revenue Code limit"
20_S37_NB,20,Percent participation,S37,"Savings and thrift: Method of employer matching contributions, specified matching percent"
20_S43_NB,20,Percent participation,S43,"Savings and thrift: Method of employer matching contributions, other"
20_S44_NB,20,Percent participation,S44,Savings and thrift: With automatic enrollment available
20_S50_NB,20,Percent participation,S50,Savings and thrift: With no automatic enrollment available
20_S51_NB,20,Percent participation,S51,Savings and thrift: With automatic enrollment not determinable
20_S52_NB,20,Percent participation,S52,"Savings and thrift: With automatic enrollment, default contribution as percent of earnings"
20_S59_NB,20,Percent participation,S59,"Savings and thrift: With automatic enrollment,  default contribution not determinable"
20_S60_NB,20,Percent participation,S60,Savings and thrift: With automatic escalation available
20_S61_NB,20,Percent participation,S61,Savings and thrift: With automatic escalation available
20_S62_NB,20,Percent participation,S62,Savings and thrift: With no automatic escalation available
20_S63_NB,20,Percent participation,S63,Savings and thrift: With automatic escalation available not determinable
20_S64_NB,20,Percent participation,S64,Savings and thrift: Employee contribution escalates for predetermined number of years
20_S66_NB,20,Percent participation,S66,Savings and thrift: Employee contribution escalates to specified % of earnings
20_S73_NB,20,Percent participation,S73,Savings and thrift: Employee choice of investment for employee funds
20_S74_NB,20,Percent participation,S74,Savings and thrift: Investment choice for employee funds - company stock
20_S75_NB,20,Percent participation,S75,Savings and thrift: Investment choice for employee funds - common stock
20_S76_NB,20,Percent participation,S76,Savings and thrift: Investment choice for employee funds - diversified investments
20_S77_NB,20,Percent participation,S77,Savings and thrift: Investment choice for employee funds - lifecycle funds
20_S78_NB,20,Percent participation,S78,Savings and thrift: Investment choice for employee funds - other
20_S79_NB,20,Percent participation,S79,Savings and thrift: Investment choice for employee funds - exists but not determinable
20_S81_NB,20,Percent participation,S81,Savings and thrift: Employee choice of investment for employer funds
20_S82_NB,20,Percent participation,S82,Savings and thrift: Investment choice for employer funds - company stock
20_S83_NB,20,Percent participation,S83,Savings and thrift: Investment choice for employer funds - common stock
20_S84_NB,20,Percent participation,S84,Savings and thrift: Investment choice for employer funds - diversified investments
20_S85_NB,20,Percent participation,S85,Savings and thrift: Investment choice for employer funds - lifecycle funds
20_S86_NB,20,Percent participation,S86,Savings and thrift: Investment choice for employer funds - other
20_S87_NB,20,Percent participation,S87,Savings and thrift: Investment choice for employer funds - exists but not determinable
20_S88_NB,20,Percent participation,S88,Savings and thrift: No investment choice available for employer funds
20_S89_NB,20,Percent participation,S89,Savings and thrift: Investment choices for employer funds not determinable
20_S93_NB,20,Percent participation,S93,Savings and thrift: Rollovers allowed
20_S94_NB,20,Percent participation,S94,Savings and thrift: Rollovers not allowed
20_S95_NB,20,Percent participation,S95,Savings and thrift: Rollovers not determinable
20_S96_NB,20,Percent participation,S96,Savings and thrift: Withdrawals allowed
20_S97_NB,20,Percent participation,S97,Savings and thrift: Withdrawals not allowed
20_S98_NB,20,Percent participation,S98,Savings and thrift: Withdrawals not determinable
20_S99_NB,20,Percent participation,S99,Savings and thrift: Loans allowed
21_R29_NB,21,10th percentile,R29,Money purchase pension plans: Employer contributions as fixed percent of earnings (10th percentile)
21_S19_NB,21,10th percentile,S19,"Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (10th percentile)"
21_S25_NB,21,10th percentile,S25,Savings and thrift: Maximum employee contributions as percent of earnings (10th percentile)
21_S32_NB,21,10th percentile,S32,Savings and thrift: Maximum potential employer contribution (10th percentile)
21_S38_NB,21,10th percentile,S38,"Savings and thrift: Method of employer matching contributions, specified matching percent (10th percentile)"
21_S45_NB,21,10th percentile,S45,Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (10th percentile)
21_S53_NB,21,10th percentile,S53,"Savings and thrift: With automatic enrollment, default contribution as percent of earnings (10th percentile)"
22_R30_NB,22,25th percentile,R30,Money purchase pension plans: Employer contributions as fixed percent of earnings (25th percentile)
22_S20_NB,22,25th percentile,S20,"Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (25th percentile)"
22_S26_NB,22,25th percentile,S26,Savings and thrift: Maximum employee contributions as percent of earnings (25th percentile)
22_S33_NB,22,25th percentile,S33,Savings and thrift: Maximum potential employer contribution (25th percentile)
