ESTIMATE_CODE,ESTIMATE TEXT,CATEGORY CODE,CATEGORY,DATATYPE CODE,DATATYPE
577_OR,"% of bus drivers, transit and intercity; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of bus drivers, school or special client; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of driver/sales workers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of light truck or delivery services drivers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of parking lot attendants; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of excavating and loading machine and dragline operators; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of machine feeders and offbearers; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
577_OR,"% of packers and packagers, hand; hearing one-on-one is required",112,Hearing requirements: Speech in-person,1,Percentage
577_OR,% of refuse and recyclable material collectors; hearing one-on-one is required,112,Hearing requirements: Speech in-person,1,Percentage
578_OR,"Percent of workers, hearing one-on-one is not required",112,Hearing requirements: Speech in-person,1,Percentage
578_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; hearing one-on-one is not required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"Percent of workers, hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of chief executives; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of advertising and promotions managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of marketing managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of public relations and fundraising managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of administrative services managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of computer and information systems managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of financial managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of purchasing managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of construction managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of education administrators, preschool and childcare center/program; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of education administrators, elementary and secondary school; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of education administrators, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of architectural and engineering managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of food service managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of medical and health services managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of social and community service managers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of compensation, benefits, and job analysis specialists; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of training and development specialists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of budget analysts; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of insurance underwriters; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of tax preparers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of information security analysts; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of web developers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of computer user support specialists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of aerospace engineers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of electrical engineers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of electronics engineers, except computer; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of industrial engineers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of substance abuse and behavioral disorder counselors; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of mental health counselors; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of mental health and substance abuse social workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of probation officers and correctional treatment specialists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of lawyers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of business teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of mathematical science teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of biological science teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of health specialties teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of nursing instructors and teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of art, drama, and music teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of vocational education teachers, postsecondary; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of preschool teachers, except special education; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of kindergarten teachers, except special education; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of elementary school teachers, except special education; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of middle school teachers, except special and career/technical education; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of secondary school teachers, except special and career/technical education; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of career/technical education teachers, secondary school; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of special education teachers, middle school; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of special education teachers, secondary school; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of special education teachers, all other; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of teachers and instructors, all other; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of librarians; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of instructional coordinators; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of public relations specialists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of editors; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of interpreters and translators; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of occupational therapists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of nurse practitioners; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of dental hygienists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of psychiatric technicians; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of surgical technologists; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of dental assistants; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of medical assistants; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of first-line supervisors of correctional officers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of first-line supervisors of police and detectives; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of cooks, fast food; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of cooks, institution and cafeteria; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of cooks, restaurant; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of cooks, short order; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of food preparation workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of combined food preparation and serving workers, including fast food; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of waiters and waitresses; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of dining room and cafeteria attendants and bartender helpers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of dishwashers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of food preparation and serving related workers, all other; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of maids and housekeeping cleaners; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of landscaping and groundskeeping workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of ushers, lobby attendants, and ticket takers; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of hairdressers, hairstylists, and cosmetologists; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of personal care aides; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of recreation workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of residential advisors; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of cashiers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of retail salespersons; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of sales reps., wholesale and manufacturing, except technical and scientific products; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of real estate sales agents; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of first-line supervisors of office and administrative support workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of billing and posting clerks; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of bookkeeping, accounting, and auditing clerks; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of procurement clerks; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of customer service representatives; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of file clerks; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of library assistants, clerical; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of receptionists and information clerks; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of reservation and transportation ticket agents and travel clerks; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of shipping, receiving, and traffic clerks; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of medical secretaries; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of secretaries and administrative assistants, except legal, medical, and executive; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of office clerks, general; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of office and administrative support workers, all other; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of first-line supervisors of construction trades and extraction workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of maintenance and repair workers, general; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of electrical and electronic equipment assemblers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of butchers and meat cutters; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of meat, poultry, and fish cutters and trimmers; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of computer-controlled machine tool operators, metal and plastic; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of molding/coremaking/casting machine setters, operators, and tenders, metal and plastic; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of laundry and dry-cleaning workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of inspectors, testers, sorters, samplers, and weighers; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of packaging and filling machine operators and tenders; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of coating, painting, and spraying machine setters, operators, and tenders; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of first-line supervisors of transportation & material-moving machine & vehicle operators; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of flight attendants; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of driver/sales workers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of heavy and tractor-trailer truck drivers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of light truck or delivery services drivers; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of industrial truck and tractor operators; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,% of cleaners of vehicles and equipment; hearing in a group/conference is required,112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of laborers and freight, stock, and material movers, hand; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
580_OR,"% of packers and packagers, hand; hearing in a group/conference is required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"Percent of workers, hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of computer user support specialists; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of dental hygienists; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of dental assistants; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of medical assistants; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of cooks, institution and cafeteria; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of cooks, restaurant; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of food preparation workers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of dining room and cafeteria attendants and bartender helpers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of dishwashers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of maids and housekeeping cleaners; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of landscaping and groundskeeping workers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of hairdressers, hairstylists, and cosmetologists; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of personal care aides; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of cashiers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of retail salespersons; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of sales reps., wholesale and manufacturing, except technical and scientific products; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of first-line supervisors of office and administrative support workers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of bookkeeping, accounting, and auditing clerks; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of customer service representatives; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of file clerks; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of receptionists and information clerks; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of shipping, receiving, and traffic clerks; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of medical secretaries; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of secretaries and administrative assistants, except legal, medical, and executive; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of office clerks, general; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of maintenance and repair workers, general; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of butchers and meat cutters; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of grinding/lapping/polish/buff machine tool setters, operators, & tenders- metal/plastic; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of laundry and dry-cleaning workers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of inspectors, testers, sorters, samplers, and weighers; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of packaging and filling machine operators and tenders; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of driver/sales workers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of heavy and tractor-trailer truck drivers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of light truck or delivery services drivers; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of taxi drivers and chauffeurs; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of industrial truck and tractor operators; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,% of cleaners of vehicles and equipment; hearing in a group/conference is not required,112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of laborers and freight, stock, and material movers, hand; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
581_OR,"% of packers and packagers, hand; hearing in a group/conference is not required",112,Hearing requirements: Speech in-person,1,Percentage
583_OR,"Percent of workers, hearing over the telephone is required",59,Hearing requirements: Telephone,1,Percentage
584_OR,"Percent of workers, hearing over the telephone is not required",59,Hearing requirements: Telephone,1,Percentage
586_OR,"Percent of workers, hearing other sounds is required",60,Hearing requirements: Other sounds,1,Percentage
587_OR,"Percent of workers, hearing other sounds is not required",60,Hearing requirements: Other sounds,1,Percentage
589_OR,"Percent of workers, passing a hearing test is required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
589_OR,% of first-line supervisors of police and detectives; passing a hearing test is required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
589_OR,% of correctional officers and jailers; passing a hearing test is required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
589_OR,% of electrical power-line installers and repairers; passing a hearing test is required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
589_OR,% of heavy and tractor-trailer truck drivers; passing a hearing test is required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
589_OR,% of industrial truck and tractor operators; passing a hearing test is required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"Percent of workers, passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of advertising and promotions managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of marketing managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of sales managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of administrative services managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of computer and information systems managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of human resources managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of education administrators, elementary and secondary school; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of education administrators, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of architectural and engineering managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of food service managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of property, real estate, and community association managers; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of social and community service managers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of wholesale and retail buyers, except farm products; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of cost estimators; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of management analysts; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of meeting, convention, and event planners; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of fundraisers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of compensation, benefits, and job analysis specialists; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of training and development specialists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of budget analysts; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of financial analysts; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of personal financial advisors; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of insurance underwriters; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of loan officers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of tax preparers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of computer systems analysts; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of information security analysts; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of computer programmers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of software developers, applications; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of web developers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of database administrators; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of network and computer systems administrators; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of computer network architects; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of computer user support specialists; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of architects, except landscape and naval; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of aerospace engineers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of electronics engineers, except computer; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of mechanical engineers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of medical scientists, except epidemiologists; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of substance abuse and behavioral disorder counselors; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of educational, guidance, school, and vocational counselors; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of mental health counselors; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of child, family, and school social workers; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of healthcare social workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of mental health and substance abuse social workers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of community and social service specialists, all other; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of lawyers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of paralegals and legal assistants; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of mathematical science teachers, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of biological science teachers, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of health specialties teachers, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of nursing instructors and teachers, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of art, drama, and music teachers, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of english language and literature teachers, postsecondary; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of postsecondary teachers, all other; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of kindergarten teachers, except special education; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of career/technical education teachers, secondary school; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of special education teachers, secondary school; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,"% of special education teachers, all other; passing a hearing test is not required",61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of self-enrichment education teachers; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of librarians; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
590_OR,% of library technicians; passing a hearing test is not required,61,Hearing requirements: Pass a hearing Test - nomatch,1,Percentage
